1615168964661,,0.068,0.292,,*00
1615168964714,$KSXT,20210308020244.70,120.59562078,31.19007158,3.7641,0.00,0.00,164.52,0.111,,3,0,0,26,631.404,-2209.637,-20.767,0.030,-0.107,0.208,,*19
1615168964779,$KSXT,20210308020244.75,120.59562079,31.19007158,3.7606,0.00,0.00,98.70,0.098,,3,0,0,26,631.405,-2209.638,-20.771,0.097,-0.015,-0.252,,*08
1615168964790,$KSXT,20210308020244.80,120.59562077,31.19007158,3.7609,0.00,0.00,250.32,0.124,,3,0,0,26,631.403,-2209.638,-20.770,-0.117,-0.042,0.022,,*3C
1615168964856,$KSXT,20210308020244.85,120.59562078,31.19007157,3.7571,0.00,0.00,145.49,0.030,,3,0,0,26,631.404,-2209.639,-20.774,0.017,-0.025,-0.269,,*35
1615168964921,$KSXT,20210308020244.90,120.59562078,31.19007159,3.7598,0.00,0.00,8.93,0.122,,3,0,0,26,631.404,-2209.637,-20.772,0.019,0.121,0.191,,*32
1615168964985,$KSXT,20210308020244.95,120.59562078,31.19007158,3.7627,0.00,0.00,171.23,0.056,,3,0,0,26,631.404,-2209.638,-20.769,0.009,-0.056,0.211,,*14
1615168964996,$KSXT,20210308020245.00,120.59562077,31.19007158,3.7586,0.00,0.00,250.86,0.097,,3,0,0,26,631.403,-2209.638,-20.773,-0.092,-0.032,-0.295,,*1C
1615168965079,$KSXT,20210308020245.05,120.59562075,31.19007158,3.7564,0.00,0.00,273.01,0.130,,3,0,0,26,631.401,-2209.638,-20.775,-0.130,0.007,-0.157,,*3E
1615168965144,$KSXT,20210308020245.10,120.59562080,31.19007158,3.7659,0.00,0.00,79.69,0.330,,3,0,0,26,631.405,-2209.637,-20.765,0.325,0.059,0.681,,*02
1615168965155,$KSXT,20210308020245.15,120.59562079,31.19007156,3.7615,0.00,0.00,181.23,0.235,,3,0,0,26,631.405,-2209.640,-20.770,-0.005,-0.235,-0.317,,*11
1615168965221,$KSXT,20210308020245.20,120.59562076,31.19007157,3.7634,0.00,0.00,296.91,0.292,,3,0,0,26,631.402,-2209.639,-20.768,-0.260,0.132,0.138,,*11
1615168965286,$KSXT,20210308020245.25,120.59562079,31.19007155,3.7635,0.00,0.00,120.09,0.279,,3,0,0,26,631.405,-2209.641,-20.768,0.241,-0.140,0.004,,*12
1615168965297,$KSXT,20210308020245.30,120.59562079,31.19007158,3.7625,0.00,0.00,349.21,0.183,,3,0,0,26,631.405,-2209.638,-20.769,-0.034,0.180,-0.072,,*34
1615168965363,$KSXT,20210308020245.35,120.59562077,31.19007156,3.7615,0.00,0.00,223.98,0.161,,3,0,0,26,631.403,-2209.640,-20.770,-0.112,-0.116,-0.069,,*1D
1615168965428,$KSXT,20210308020245.40,120.59562073,31.19007161,3.7669,0.00,0.00,322.95,0.494,,3,0,0,26,631.399,-2209.634,-20.764,-0.298,0.394,0.386,,*1F
1615168965493,$KSXT,20210308020245.45,120.59562072,31.19007162,3.7644,0.00,0.00,336.25,0.084,,3,0,0,26,631.398,-2209.633,-20.767,-0.034,0.076,-0.180,,*3B
1615168965504,$KSXT,20210308020245.50,120.59562072,31.19007162,3.7561,0.00,0.00,272.69,0.022,,3,0,0,26,631.398,-2209.633,-20.775,-0.022,0.001,-0.592,,*3D
1615168965570,$KSXT,20210308020245.55,120.59562074,31.19007160,3.7592,0.00,0.00,140.68,0.211,,3,0,0,26,631.400,-2209.635,-20.772,0.134,-0.164,0.219,,*1B
1615168965635,$KSXT,20210308020245.60,120.59562074,31.19007161,3.7608,0.00,0.00,18.96,0.100,,3,0,0,26,631.400,-2209.634,-20.771,0.033,0.095,0.116,,*08
1615168965646,$KSXT,20210308020245.65,120.59562076,31.19007160,3.7678,0.00,0.00,118.15,0.142,,3,0,0,26,631.402,-2209.635,-20.764,0.125,-0.067,0.501,,*16
1615168965712,$KSXT,20210308020245.70,120.59562075,31.19007159,3.7664,0.00,0.00,223.12,0.126,,3,0,0,26,631.401,-2209.636,-20.765,-0.086,-0.092,-0.096,,*10
1615168965755,[20210308-02:02:45] -> Rtcm QXWZ_STATUS =1013
1615168965779,$KSXT,20210308020245.75,120.59562073,31.19007161,3.7666,0.00,0.00,329.65,0.195,,3,0,0,26,631.400,-2209.634,-20.765,-0.098,0.168,0.009,,*17
1615168965790,$KSXT,20210308020245.80,120.59562076,31.19007160,3.7623,0.00,0.00,119.87,0.211,,3,0,0,26,631.402,-2209.635,-20.769,0.183,-0.105,-0.305,,*37
1615168965856,$KSXT,20210308020245.85,120.59562075,31.19007161,3.7627,0.00,0.00,286.99,0.118,,3,0,0,26,631.401,-2209.635,-20.769,-0.113,0.035,0.027,,*12
1615168965921,$KSXT,20210308020245.90,120.59562075,31.19007160,3.7595,0.00,0.00,117.33,0.067,,3,0,0,26,631.401,-2209.635,-20.772,0.059,-0.031,-0.229,,*3F
1615168965986,$KSXT,20210308020245.95,120.59562074,31.19007159,3.7639,0.00,0.00,234.63,0.095,,3,0,0,26,631.400,-2209.636,-20.767,-0.077,-0.055,0.318,,*35
1615168965997,$KSXT,20210308020246.00,120.59562074,31.19007160,3.7618,0.00,0.00,353.03,0.055,,3,0,0,26,631.400,-2209.635,-20.769,-0.007,0.055,-0.151,,*3C
1615168966116,$KSXT,20210308020246.05,120.59562076,31.19007161,3.7649,0.00,0.00,42.07,0.139,,3,0,0,26,631.402,-2209.634,-20.766,0.093,0.103,0.223,,*07
1615168966127,$KSXT,20210308020246.10,120.59562073,31.19007160,3.7603,0.00,0.00,232.91,0.200,,3,0,0,26,631.399,-2209.636,-20.771,-0.159,-0.120,-0.333,,*10
